Gene,Treatment1,Treatment2,Treatment3,Vector1,Vector2,Vector3,KO1,KO2,KO3,WT1,WT2,WT3
WBP1L,11.96163777,11.71024047,11.87780226,12.41739919,12.43681119,12.43871249,11.94811366,11.99121916,11.88314066,11.98971715,12.12487984,12.13202189
C10orf32,9.687058328,9.966903417,9.714794817,9.561360802,9.324622708,9.402488888,8.454993768,8.616290008,8.894994948,9.182991144,9.003675485,9.01985009
C2,6.969786089,6.04363816,6.944251588,7.141880665,7.3708394,7.314391915,6.26789577,6.07286084,5.861095046,6.657292118,7.051433164,6.86780685
PLEKHF1,10.91087313,10.67009112,10.97262436,10.80577255,10.83494265,10.80920181,10.20089195,9.984713602,9.928947655,10.47589121,10.73866248,10.7133727
TMEM100,6.806605888,6.38539333,6.615532133,7.105654221,6.730624561,6.585582658,6.591799849,6.514622811,6.399831781,7.212902831,7.125887894,7.386841155
ANAPC16,11.54138746,11.58789736,11.66038595,11.06373536,11.05609584,11.01485018,11.08540515,11.13367116,11.13378093,11.25073813,11.34757706,11.30885535
SMPD1,13.4715877,12.53216976,13.35324399,13.23243681,13.54154433,13.52799292,12.4235522,12.496214,12.3379794,13.22177162,13.5442931,13.38798693
APBB1,10.9136525,10.59843292,10.90140438,11.24497999,11.17895942,11.31524767,11.38716474,11.34904756,11.28812733,11.01564437,11.23759179,11.37750918
TRIM44,12.08418483,12.16639026,11.88641248,12.59957237,12.61426737,12.583552,12.18306591,12.11148827,12.18279546,12.18175962,12.13013434,12.20793948
ILK,7.760372025,7.565392154,7.985476647,8.145473846,8.288195779,8.414058454,7.256629303,7.519643868,7.782386479,8.063332634,8.080444114,8.00935289
TAF10,12.44969282,12.47133869,12.69136873,12.9934749,12.91533332,13.03344003,12.87888485,12.80358325,12.82497631,12.47427969,12.77861672,12.63614693
TPP1,13.14492763,12.91487198,12.98715949,13.40100505,13.64684996,13.49726718,13.31948613,13.53731703,13.27679019,13.29650723,13.36144523,13.22257627
DCHS1,7.696634409,6.595132171,7.58485057,6.334893157,6.488400519,6.6754052,6.870807066,6.85581737,6.645223942,7.928531845,7.925122102,8.00935289
C11orf74,8.746204993,8.82120325,8.809201985,9.093896675,9.114518221,8.961150811,8.69184446,8.80150608,8.678170907,8.63432844,8.618275641,8.619450487
ATP9B,10.17234322,10.08472938,10.0620923,10.24493605,10.20203971,10.20692183,10.39450738,10.27892823,10.33988449,10.29713876,10.26139512,10.42279235
PPFIBP2,10.45592088,10.47832285,10.54801002,10.79931745,10.88086285,10.815827,12.14283102,12.3791017,12.06498734,11.18678679,11.32941804,11.36403732
CYB5R2,10.54824757,10.9262486,10.65117912,10.88280665,10.50586158,10.73124171,13.43068872,13.59085505,13.29511345,11.3551349,11.62806812,11.62825328
SERPINB7,10.90878508,11.66109359,10.90768444,10.27980531,10.33188528,10.18515255,14.8412363,15.00028339,14.77980455,11.21583409,11.2569364,10.88064532
SERPINB8,12.15312613,12.53198124,12.11200125,12.12026253,11.85236755,11.92668555,12.80775484,12.81962751,12.87016028,12.403548,12.36758175,12.48829389
TUB,5.368517323,5.324301577,5.434739278,5.64529783,5.99340018,5.387392026,4.925860094,4.376859979,4.853207168,4.955407227,5.087667237,4.811733156
IDH3A,10.53024906,10.91703785,10.33524297,10.73021998,10.54597231,10.61991206,11.17173536,11.15418618,11.16499475,10.50845798,10.45722849,10.40771731
WDR72,7.182987557,7.504426237,7.031921712,6.439692394,6.240784878,6.198155017,6.138384053,6.07286084,6.068675912,5.927741927,6.141690506,6.007286071
ZMAT1,6.058061934,6.185242233,6.280106428,5.923486898,5.864220773,5.977608526,6.138384053,6.395770228,6.335901035,6.626615173,6.717102626,6.442872307
XRRA1,10.6919831,10.71130381,10.59780055,10.62880909,10.6781764,10.70802549,11.12331958,11.17136694,11.12125184,10.78423157,10.84408292,10.84974824
TRIM66,8.548839265,8.364955125,8.66208388,8.316125413,8.602955426,8.794500506,8.147895226,8.272668362,8.221017239,9.021046904,8.906280018,8.94374316
RPL27A,14.71615597,15.14972027,15.15461026,15.04786602,14.94456938,15.03351574,14.94174309,14.88628107,14.89926938,14.34842551,14.59919974,14.45905922
ST5,10.45210197,10.20220653,10.38110446,10.9215331,10.93517065,10.98324855,10.65375422,10.61303986,10.62838911,10.95540744,11.10060111,11.12324841
CDYL2,6.958758232,7.360183912,6.726429053,6.880077964,6.99284941,6.640205281,9.213114537,9.250943511,9.083353675,8.312244335,8.340386339,8.2183675
PRTG,7.919389706,7.994399573,7.855383741,8.463897515,8.681506132,8.699217393,8.377560524,8.572494137,8.497810025,8.713467862,8.627717537,8.608916617
CENPN,11.509134,12.17559108,11.48419342,10.80116471,10.42971642,10.59261341,11.52175089,11.38525951,11.55137241,11.02270663,10.95795801,10.97092144
AKIP1,10.83373113,10.91934606,10.94846093,10.90530858,10.82730466,10.90640646,10.74362551,10.66422146,10.62734699,10.55532009,10.74588732,10.6370101
ATMIN,12.14368817,12.19143329,11.90975077,11.52307657,11.32305094,11.30855282,12.08939477,12.12855274,12.12675361,11.87161544,11.78428177,11.85926247
C16orf46,7.778946938,7.826153332,7.818223091,7.093364154,6.978749442,6.884050866,8.140087871,8.023727214,7.97301039,7.341153232,7.296173469,7.443945298
TMEM41B,10.31163895,10.31697032,10.20257438,10.72341689,10.8225103,10.70802549,10.58819325,10.7128108,10.63255008,10.54554573,10.59403056,10.33094935
PKD1L2,6.224141681,6.570690402,6.480264058,5.604742913,5.341685838,5.665061415,4.766225435,5.133696533,5.25830385,5.685030143,5.675826272,5.798905103
ZNF143,9.901133294,10.14417077,9.627648533,10.15821626,10.0445826,10.06632859,10.58961965,10.62199487,10.58610544,10.0016172,9.969541073,10.0455594
TMX3,12.53811819,12.46661209,12.27849044,13.23773153,13.2172954,13.19678344,12.81539348,12.93674274,12.85866334,13.33795492,13.17587668,13.13361975
MFAP4,9.512773018,8.218281354,9.23041516,9.783294186,10.25567372,10.33896375,7.085512384,7.096708538,6.923898104,10.40053338,10.67119792,10.64474518
MAPK7,11.48877786,11.13974741,11.38596064,11.20368035,11.28313005,11.2732297,11.16982961,11.26294128,11.24394034,11.39776609,11.51886896,11.61693935
HDGFRP3,11.62939271,11.82239766,11.48040675,12.1382747,12.11168986,12.12755616,12.40706494,12.42893123,12.44445736,11.91704409,11.88194113,11.92848267
MCM7,14.06119055,14.80285754,14.08115313,14.18933443,13.75357711,14.01842622,14.58958023,14.4202606,14.57009777,13.78757627,13.83344431,13.94687674
ZNF3,10.30106225,10.2984662,10.37567748,10.55628119,10.68453173,10.58487627,10.83665713,10.77915887,10.64701967,10.54489174,10.65900279,10.62923331
ZSCAN21,8.894543662,8.778523385,8.825246661,8.941202952,9.076312472,9.11662776,9.175573878,8.959895715,8.908808004,8.978997687,9.11290714,9.196510892
RIMKLB,9.750646655,9.987955576,9.775144078,9.641952131,9.631564522,9.541549291,10.12421603,10.07619275,10.16848581,10.12927857,9.865889987,9.975027921
TK2,10.77380534,10.30554342,10.67640993,10.30215684,10.37181768,10.38169739,10.42997699,10.32243271,10.28277991,10.80185492,10.79825512,10.89944562
TMED3,11.04683867,10.71529462,11.23931506,12.50273067,12.62090892,12.64834394,12.23228768,12.13576009,12.13227316,11.85403902,12.04191586,12.04767912
SEC11C,11.11120723,11.39987249,11.40739105,11.25242498,10.82826162,11.05540362,11.64278565,11.48727187,11.71676589,11.01375525,10.95359647,11.03117501
GALR1,4.376859979,4.376859979,4.376859979,5.124611752,4.723535226,5.207410025,5.047261317,4.915055833,5.372089787,5.813105309,4.959159056,6.320080934
TMEM135,10.151298,9.828788151,10.026745,10.08578727,9.877075252,9.910527389,9.61470518,9.63247384,9.624886778,10.1010795,9.953399718,9.953039021
IQCD,8.601648094,8.855423571,8.55382709,8.822308504,8.976107279,8.905350677,10.60380659,10.65115797,10.60316796,9.412739101,9.885655502,9.876247825
NDEL1,11.74897703,11.5015748,11.60736031,12.01596914,12.26159629,12.14494707,12.47693053,12.56259241,12.40456924,11.96963754,12.16072522,11.98440991
CENPV,6.867164036,7.332282697,7.105407135,7.030211118,7.587979078,7.388533123,8.000373331,8.007313865,8.105411494,7.341153232,7.28813723,7.370088442
CDH16,6.890647998,6.454660238,7.565689131,5.64529783,5.450813696,5.387392026,5.781961061,5.660100201,6.121811546,5.945765644,6.197933667,5.740068212
RRAD,7.154476282,7.159999426,7.60375497,6.377852322,6.528699792,6.489162405,8.73382587,8.550084257,8.451302807,7.441602873,7.597759768,7.644728696
FAM96B,12.81167105,12.64262833,13.0223072,12.64861213,12.6170384,12.70780894,13.42230933,13.28816597,13.32031674,12.68004021,12.93595801,12.90979103
HSP90B1,16.42387926,16.18119994,16.38576757,16.32335414,16.39156751,16.3039675,16.85964217,16.87393368,16.85884944,16.91701427,16.85449407,16.7379428
BLCAP,12.51725724,12.61423907,12.55760265,12.10464248,12.03461061,12.0874472,12.03233047,11.95624639,12.05106752,12.21830607,12.30097203,12.42308346
MMP10,4.806488328,4.994746859,5.184009662,6.67808025,6.528699792,6.838693209,8.302701511,8.616290008,7.89840902,5.792791816,6.179472137,5.463879564
TVP23A,5.226944012,5.397297799,5.359264791,5.047136128,5.144816917,4.968144176,5.684532052,6.118184251,5.794065534,5.538827458,5.24317503,4.811733156
NGFRAP1,13.16532996,12.9650266,13.26746742,13.58338807,13.52732674,13.56750118,13.03175612,13.06735516,13.01781275,12.89012568,13.16325241,13.08502382
TMPRSS5,5.782882009,5.815922161,6.000230725,4.852928109,5.341685838,5.058059178,5.148717883,4.915055833,5.42373022,5.333814484,5.194951369,5.237102171
COG1,10.94795017,11.05306324,10.87472536,10.97078176,11.15856132,11.07604926,11.23507673,11.31300935,11.26687231,10.72253268,10.72263928,10.70023592
PLEKHA7,8.591240739,8.786147867,8.885143092,6.439692394,6.425497074,6.120123967,6.38520316,6.161865278,6.268561838,5.813105309,5.675826272,5.709388008
ZNF606,9.099134328,8.786147867,9.053441957,9.010009365,9.017030959,8.90890237,8.702455466,8.706829756,8.67007746,9.188031619,9.074348523,9.064166446
B2M,16.38405887,15.99400044,16.40819641,16.59435468,16.82141487,16.73223736,16.28431026,16.33056672,16.23661016,16.6794837,16.86130734,16.70580308
CASC4,12.38232332,12.12474472,12.166695,12.75511897,12.82186929,12.79970759,12.72062149,12.84336421,12.71475826,12.68953736,12.62332838,12.6049914
NNMT,12.41554376,11.88189071,12.59718695,12.28011414,12.71573668,12.59515083,10.42359252,10.38795066,10.34115639,12.59747433,12.94665597,12.73887539
AP1G1,12.42360885,12.32582004,12.20340032,12.09111793,12.04699327,12.01651127,12.42515067,12.46495665,12.48557398,12.62371964,12.45678922,12.50703651
SLFN5,12.73930292,12.55350043,12.57348795,12.80222261,13.07117236,12.92404201,13.16615101,13.29629896,13.10329483,13.08104509,13.10180104,12.93559018
CATSPER2,6.676629181,6.710982221,6.944251588,6.498694934,6.660712241,6.838693209,6.356881257,6.204034374,6.399831781,7.259147184,6.654457781,6.740683645
ZNF667-AS1,9.898328674,9.80400863,9.682912634,10.2244288,10.14633321,10.27720008,10.05360724,9.872093391,9.996707591,9.856278181,9.765627088,9.802839115
C16orf45,11.86012323,11.43094086,11.72261538,12.0067945,12.07467326,12.13476479,12.19107392,12.15130511,12.1563114,12.41808161,12.58416652,12.78917224
KIAA0430,11.2854721,11.10670934,11.13398316,11.39133276,11.5159329,11.34826364,11.11343832,11.28565903,11.14547443,11.71156471,11.54643637,11.59226524
SAAL1,10.4386556,10.81287845,10.41412694,10.38579121,10.10743705,10.18661411,10.36148724,10.21170013,10.34115639,9.926265022,9.877781793,10.02066949
YPEL4,6.532531149,5.614545728,6.549647044,6.626784029,7.587979078,7.292464511,6.661562883,7.178396168,6.791771475,6.80993817,7.125887894,6.879884562
PPIB,13.14492763,12.85388967,13.28578306,13.63504385,13.5919923,13.59705635,13.53541057,13.52316824,13.52844751,13.59359074,13.85981884,13.72134768
FAM96A,10.91504018,11.37906167,10.92140509,11.23749637,10.97027212,11.13475714,11.31571189,11.30857926,11.39852022,11.06071411,11.01049322,10.9647553
FAM111A,12.20934132,12.47918211,12.05825992,12.01397961,11.97191715,11.93061477,12.64170034,12.70169149,12.62495192,12.38613121,12.27249236,12.2369379
KIAA0101,10.4386556,11.08425593,10.51301127,10.94928591,10.44851068,10.70700756,11.00964884,10.90774626,11.15635165,10.46210162,10.39792078,10.47193383
LDHD,7.760372025,6.91632982,7.591180247,6.517780003,6.713487444,6.726516425,6.356881257,6.322547452,6.068675912,7.297596693,7.617014426,7.318590259
PEX11A,9.207421713,8.905272911,9.102511207,9.301509275,9.416647782,9.46649162,9.330479132,9.35782302,9.148807012,9.351179166,9.552969094,9.376742866
TMEM170A,9.005702138,8.865052955,8.882590161,8.430756322,8.611898683,8.552391646,9.121315137,9.182301675,9.183292327,9.105185216,8.901102981,8.863380633
MESP1,7.839162236,7.414369176,7.906837958,8.252461197,8.451713225,8.583873579,9.756127744,9.791806817,9.62070142,8.239420176,8.633977791,8.691098624
ANPEP,15.03774832,14.27103829,14.93607795,15.01432305,15.23290279,15.11801979,15.90629903,15.93690243,15.86563548,15.58826813,15.694417,15.77880483
NAV2,12.00560921,12.23562878,11.89970483,12.51488089,12.59865049,12.64036898,12.20043854,12.47536886,12.10708031,12.22015027,12.32263325,12.23977757
ANKDD1A,9.132962456,8.136890998,9.256263603,9.397515125,9.65980772,9.555197352,8.60965806,8.644761663,8.422656109,9.642975208,9.595207214,9.73518694
C18orf54,9.615418215,10.12729347,9.466721322,10.30215684,10.28942609,10.17045493,10.36815203,10.57111516,10.28277991,10.29713876,10.05813124,10.03120187
DCTN5,11.7278153,11.81342888,11.57379384,11.63190288,11.51415013,11.59103176,11.92796042,11.90947619,11.91593881,11.79284507,11.84877561,11.91575435
TERF2IP,11.86766718,11.71290389,11.72011998,11.55243388,11.50400591,11.5087312,12.27102401,12.16729618,12.21609773,11.91375576,11.84642522,12.0277727
ZBTB39,8.795360104,8.986901672,8.691571276,8.980923142,9.157845898,9.18263424,9.93290568,9.906226375,9.797952563,9.39686891,9.41827235,9.3433026
CACNG2,5.451253521,5.361578143,5.359264791,4.958621355,5.341685838,5.27196984,4.376859979,5.06904554,4.376859979,5.512199181,5.675826272,5.645183657
NAB2,11.76753034,11.41057661,11.70397424,11.5286616,11.69183455,11.68655304,12.03180598,12.02333806,11.72409509,11.90969828,12.22184162,12.08857783
VPS39,11.98956471,11.87714928,11.91256363,12.22751486,12.25769502,12.23030688,12.36020653,12.40033379,12.29038928,12.1610013,12.2030686,12.21083675
STAT6,8.727329206,8.781069379,8.748788879,10.53090032,10.54364348,10.65200265,11.41558784,11.60935555,11.45364456,11.78594419,12.07871162,11.96874852
PATL1,12.65752748,12.80308334,12.52304969,12.54026159,12.57119323,12.49816897,12.80315217,12.89727668,12.80461042,12.8492674,12.90789507,12.81072101
STX3,11.70353092,12.20851957,11.73961137,11.41866168,11.12157013,11.22569298,12.07266422,12.07576434,12.0715142,11.52721762,11.52937324,11.47857879
MRPL16,10.8870297,10.83566568,10.88939639,10.72827951,10.64053483,10.68752916,11.01602767,11.09817589,11.0476023,10.77867981,11.0307464,10.93001051
PIP4K2C,11.88192837,11.7823843,11.78840943,11.26318592,11.22328156,11.23913377,11.8154464,11.93520764,11.79029758,11.67108895,11.77830519,11.76345306
MTMR10,9.629019141,9.618906383,9.589070593,10.01112338,10.08678857,10.06155693,9.959634697,10.06178262,9.927254518,10.04204385,9.921841233,9.816605683
YWHAB,14.6655845,14.71188369,14.7074245,14.6350854,14.58384091,14.56334715,14.34554413,14.39390907,14.40913722,14.27057728,14.27030497,14.27295821
C15orf48,9.510937525,10.1242945,9.956978154,9.612782482,9.651176326,9.619399315,12.40423111,12.21482455,12.56553869,10.91498625,10.81483892,11.17875995
SCG5,12.80157915,12.9746297,12.99955883,13.21989129,13.67225085,13.40064232,12.57378718,12.48815691,12.60391809,12.10665258,12.15585237,12.03824966
TSC22D4,12.64545749,12.60530762,12.80757854,12.63624894,12.44494376,12.50198828,12.86658463,12.80731674,12.86221063,12.46635952,12.56917688,12.71233835
MS4A7,4.681212196,4.654873811,4.784362904,4.714251016,4.376859979,4.860756096,6.591799849,6.94092663,6.55622016,6.862984396,7.116798128,6.915485599
DIS3L,10.54824757,10.87840927,10.40882305,10.74756768,10.73132453,10.71411802,10.00311029,10.1248933,10.14245666,10.79637072,10.71456043,10.69775939
CCNDBP1,11.35715317,11.26798863,11.28730514,11.56335867,11.57698125,11.58439609,11.61504216,11.69415846,11.61845879,11.39595429,11.56248197,11.51372909
EPB42,5.451253521,5.10577626,5.504372944,5.37152372,5.144816917,5.058059178,4.925860094,5.247560528,5.25830385,5.685030143,5.759386013,5.540521389
SMAD3,12.83732818,12.74115649,12.76860813,13.00574072,13.21052294,13.09406105,12.95222596,12.97638017,12.97032326,13.15457083,13.14519954,13.22944994
MAP1A,12.1004362,11.19889433,12.04350819,12.84716649,12.84852329,12.84736651,11.95642846,11.93628485,12.06460249,13.06026235,12.79559844,13.0699445
RCCD1,9.245464955,9.442247343,9.316091318,8.762760933,8.677253194,8.779052574,9.2640788,9.145469534,9.083353675,8.812627057,8.704073745,8.968648177
AKTIP,10.39357053,10.42245603,10.36384848,10.6204633,10.48780471,10.47793797,10.26121715,10.18051492,10.23294524,10.05404597,10.0216795,9.926483903
MAPRE2,11.26711694,11.00442829,11.05301156,11.90397405,11.95887001,11.90510331,11.05165104,11.15603679,11.09661554,11.93012294,11.99721178,11.95878693
EVA1C,9.839597454,9.550522031,9.65778396,9.751150393,9.873369893,9.984662196,10.14182711,10.02578931,10.04121758,9.883440633,9.959629341,10.16514001
MARS,13.70345103,13.86001671,13.63527124,13.80230062,13.88916288,13.87105558,14.26705656,14.20565914,14.15253484,13.68907793,13.9252319,13.8239708
MBD6,10.88136174,10.72059859,10.91393729,10.73215784,10.93428207,10.77366828,11.2176566,11.38841147,11.25342711,11.1017529,11.08587374,11.12140179
CNPY4,10.82416103,10.2770237,10.88749122,11.28248783,11.20865831,11.36255465,10.69674493,10.7136488,10.52921544,11.34202065,11.41211886,11.48337918
PDIA3,14.96747989,14.71329758,14.93211759,15.05422069,15.09107742,15.0556726,15.12458991,15.11943178,15.17497807,15.24347311,15.26649859,15.12873034
NAT16,5.916254229,5.694659349,6.081438102,7.211604362,7.984210468,7.936948992,6.543147853,6.623515425,6.068675912,7.136965421,7.381644909,7.180841645
NKX3-1,10.58271146,11.13329948,10.43340932,10.75901797,10.66859057,10.71513094,11.82213502,11.79577679,11.8853215,10.91953384,10.94420568,10.90518137
DUSP18,8.294426705,8.033525868,8.361574137,9.135541083,9.151735542,9.143997394,8.309671056,8.504185497,8.388494234,8.534798708,8.750892838,8.647168459
TEF,10.4074419,10.05983065,10.39279332,10.08730237,10.1631206,10.15709772,9.78381744,9.909156611,9.674185062,10.25936415,10.63040023,10.3552503
MEI1,7.075437092,6.775941569,7.217053932,6.8059348,6.780756929,6.622247948,8.908891364,8.98235698,8.577899658,7.743242393,7.862206806,7.862691637
PBX3,11.21680884,11.38950461,11.03246905,11.53755293,11.65455698,11.71061982,11.15063235,11.29240517,11.17715117,11.03672825,11.18859422,11.07826359
GNGT2,5.630679734,5.614545728,5.359264791,5.047136128,5.065328529,5.136744128,4.376859979,5.298695117,5.125044389,4.826191326,4.669487931,4.908474567
