Gene,Treatment1,Treatment2,Treatment3,Vector1,Vector2,Vector3,KO1,KO2,KO3,WT1,WT2,WT3
ADAMTS7P4,5.724618369,5.324301577,5.569210581,5.892329795,5.79360326,6.036691146,5.781961061,5.925409462,5.646003196,6.461459049,6.446375198,6.539522556
AC016739.2,6.936431377,7.167952009,7.078308084,7.310031674,7.200744246,7.165262796,7.485562174,7.117588004,7.32186435,6.871626532,6.845389238,6.86780685
RP11-889L3.1,7.210923674,7.245063802,7.233458776,7.27799019,6.678537756,7.212877628,7.000110238,7.188275946,7.005344305,6.657292118,6.6923976,6.643923283
MORF4L1P1,9.927508482,9.931881065,9.838338996,10.25844728,10.17821407,10.27032441,10.19902392,10.10074865,10.19827088,10.1840741,10.32356676,10.20056243
TENM3,13.00012788,12.16395921,12.73121356,12.64655895,12.80033205,12.7187066,11.53661574,11.52308324,11.48216653,12.62433874,12.44040803,12.515263
RP11-475C16.1,8.916918698,9.280930517,9.137175142,9.250993562,8.989878324,9.008260207,9.048404968,9.08968404,9.040095464,8.568748551,8.698112528,8.558709081
LINC00339,9.885639906,9.823866215,9.917676887,10.29823755,10.35332009,10.37914321,10.13011032,10.20932507,10.06450868,10.18659225,10.50570541,10.39146164
AP000350.4,5.989317607,6.04363816,6.436778447,6.377852322,6.425497074,6.172695611,6.236770614,6.359686887,6.378876596,6.697120901,6.519483476,6.585284741
CEBPZ-AS1,10.4289737,10.44746444,10.33896605,10.37094134,10.50106848,10.40573907,10.51351,10.58675141,10.57641831,10.67789618,10.65517057,10.62489468
TDRD15,4.806488328,5.052709208,4.665485338,4.714251016,4.376859979,4.719824224,5.734364599,5.476871422,5.605428278,5.484800612,5.087667237,5.124541726
NUFIP1P,4.806488328,4.856921634,4.784362904,5.316619131,5.548228389,5.439761019,4.766225435,4.376859979,5.125044389,4.895013298,4.789995119,4.908474567
ZNF579,10.79657028,10.58758809,10.93191873,10.94678487,11.04954607,10.99246781,10.88043279,10.83105085,10.8175256,10.55141829,10.72337148,10.81513142
RP3-359N14.1,4.681212196,4.376859979,4.376859979,4.376859979,4.376859979,4.376859979,5.316791736,5.435586657,5.685023591,4.744228785,4.669487931,4.684941522
RP1-265C24.5,5.173436998,5.694659349,5.434739278,5.257798405,4.974482775,5.207410025,5.316791736,5.06904554,5.42373022,5.059613249,4.789995119,4.811733156
NBPF1,11.79717964,11.84533746,11.60774606,11.39928111,11.29494589,11.23136753,11.20188981,11.0657283,11.25207567,11.80053507,11.63392064,11.73515563
PPP1R3G,8.789306934,8.378491379,8.670993883,7.951607453,7.876514011,8.076754151,6.870807066,6.737871092,7.094619891,7.836756145,7.925122102,7.943536709
CTD-2006C1.2,8.968703852,9.275529819,9.021321312,8.440303731,8.46658981,8.378566223,8.945059345,8.922630716,9.02432528,7.972289142,8.080444114,8.132510136
RP11-17M16.1,4.902086206,4.376859979,4.784362904,5.316619131,5.397943933,5.207410025,5.518484855,5.590854309,5.794065534,5.39733795,5.448821584,5.182988729
RP11-95M15.2,4.376859979,5.10577626,4.784362904,4.958621355,4.865967513,5.058059178,5.827552206,5.786071775,5.685023591,5.14902447,5.24317503,5.237102171
RP11-69L16.5,6.123040469,5.904084854,5.957414573,5.721887399,5.67819244,5.581084044,6.38520316,6.118184251,5.605428278,5.614593543,5.484724882,5.576654048
MTMR9LP,9.479370855,8.818727467,9.549431075,8.459209741,8.883228704,8.964567438,8.238398059,8.158575683,8.198632782,8.861858242,8.742229758,8.84256767
RP11-572P18.1,6.831156032,7.094674889,7.012919154,7.017224344,6.813167723,7.038508272,6.851288162,6.90510233,7.212891193,6.667361862,6.533623756,6.408978097
AL050327.1,5.226944012,5.614545728,5.184009662,5.37152372,5.281396314,5.136744128,4.766225435,4.376859979,4.714449674,4.636978873,4.881991607,4.989579153
SNORD88A,4.681212196,4.930347725,4.875127734,4.376859979,4.723535226,4.860756096,5.518484855,5.192823915,5.194676484,4.895013298,4.669487931,4.811733156
RP11-137L10.6,7.38406519,7.728603424,7.281542274,6.790604315,6.642643815,6.838693209,7.000110238,7.064783619,7.332306968,7.46982613,7.396638631,7.435928691
EBF2,7.38406519,7.310984531,7.380357511,10.89236957,11.21379333,11.04093538,8.330378236,8.527318562,8.081122457,9.493643158,9.461075032,9.189469226
C6orf226,9.172998102,8.957956418,9.47012253,8.614792741,8.62961966,8.798336668,8.384175653,8.244987855,8.275490751,8.661196052,8.921700178,8.701048219
PPP3R1,11.59084403,11.6597138,11.37829371,11.50562424,11.49980806,11.52557123,11.89546392,11.93628485,11.90823795,11.80135657,11.81963043,11.82752443
FANCG,11.07690455,11.5846291,11.13986333,11.1980833,10.92447144,11.17874053,11.64895508,11.49362777,11.59732868,10.86818123,11.10285358,11.07889809
AP4M1,10.20788286,9.91924636,10.38020138,10.46833181,10.37575076,10.56141264,10.51351,10.30140214,10.48962016,10.48546606,10.5550756,10.61792561
C2orf16,5.941128301,6.327137423,6.061652599,5.758182699,5.930635785,5.581084044,5.632184363,5.626071406,5.685023591,6.201900947,5.955160696,6.338365872
KRTAP1-5,10.35931674,10.00218455,10.01166006,10.41985753,10.83874653,10.66568985,7.593149674,7.721842614,7.279293656,8.75259512,9.029993905,8.626430342
PLXNA4,7.919389706,8.466659483,7.896695128,11.20228312,11.19314266,11.22995099,8.084206406,7.652906807,7.774810053,10.07231783,9.689698114,10.09031374
MAGEA3,8.005855521,7.83604187,8.190021224,7.017224344,7.522459505,7.258912138,8.971600414,9.066224183,8.925889716,8.563577532,8.796233518,8.612436508
CEBPD,11.35408732,10.35157257,11.03419214,11.35281085,11.78644603,11.60257124,12.16069196,12.0441381,12.14688955,12.5016628,12.75607637,12.79343051
PSG7,5.368517323,5.668644072,5.359264791,5.194205572,5.144816917,5.058059178,5.389252859,5.192823915,5.372089787,5.105805507,4.789995119,4.684941522
ARIH2OS,7.164045467,6.665849939,7.158058359,6.626784029,6.54839125,6.726516425,6.851288162,6.764990443,6.822269389,7.122699154,7.152803571,7.111554315
NPTXR,11.40385902,10.31082863,11.25466893,11.50562424,11.85095581,11.78773977,9.198215583,9.395942155,9.058794226,10.31489429,10.532692,10.46612451
FAM200A,8.976712595,9.149311515,8.819918321,9.24828509,9.205816541,9.251347838,9.400472928,9.41669138,9.263371296,9.342166033,9.311206511,9.262860837
PPP2R2A,11.64953841,11.7788933,11.47449655,11.99514268,11.92438468,11.8939663,12.23730073,12.35433242,12.17247442,11.85614899,11.9560698,11.81234378
ZNF880,7.850904547,7.865300698,7.791070842,7.0558216,7.212754542,7.025166106,8.07604156,8.066593556,7.932804614,8.063332634,7.888760898,7.982298382
TRIM16,10.94047434,10.65354787,11.14678186,10.76565557,10.85292239,10.83085697,10.12814824,10.10330932,10.07677843,10.80185492,10.99602367,10.98317519
C12orf61,6.855267592,6.837902099,6.839727685,6.220600685,6.425497074,6.509025502,7.473083552,7.29254987,7.342672024,6.59520857,6.822956126,6.915485599
C1orf229,5.115651853,4.930347725,5.133077972,4.714251016,4.974482775,4.376859979,4.376859979,4.688784496,4.376859979,5.14902447,5.194951369,5.060642739
SLC12A8,10.04754345,9.176615967,10.18199232,8.854750195,8.787878983,8.794500506,7.101974084,7.158422519,7.246489006,9.399767439,9.41827235,9.616024192
APOL6,12.81036681,12.02298277,12.70332986,12.43891333,12.69306733,12.53132181,12.1901341,12.19965359,12.08485957,13.02705347,12.98973704,12.96985689
FADS3,12.6692918,12.51262229,12.93231637,12.35746729,12.32194383,12.4239221,12.47731579,12.29342754,12.40274351,12.18554011,12.40707684,12.42632771
UBA52,15.02435152,15.31348007,15.24723948,15.16934646,14.99491691,15.13192713,15.20378518,15.12731353,15.17506721,14.54335627,14.68306436,14.67522736
C5orf55,9.324944991,9.328646126,9.562234786,9.218150571,9.056822203,9.270786554,8.96280772,8.931316471,9.101501944,9.147204614,9.10167326,9.217431485
AC092675.3,6.592076501,7.167952009,6.828817613,6.850906957,6.54839125,6.384985088,6.684023361,6.804668556,6.42044889,6.17271408,6.446375198,6.20438119
C7orf71,5.630679734,5.668644072,5.504372944,6.964009064,6.642643815,6.853981988,6.749217448,6.430861954,6.965228569,6.914029828,6.286315456,6.585284741
AC005481.5,5.989317607,6.185242233,5.957414573,5.827297551,5.79360326,5.623947538,6.031289444,6.118184251,6.610340969,5.792791816,5.58490126,5.958654813
LINC00152,10.4064555,10.97588243,10.72345029,10.46483964,10.36391918,10.52490795,10.39939582,10.39109731,10.34115639,10.17311104,10.41796227,10.37811763
C10orf55,7.735220355,7.717933041,7.975881268,7.818254192,7.898715902,8.132712137,7.855037118,7.652906807,7.688678779,8.052265355,8.293628727,8.272866663
RNU2-28P,4.681212196,4.654873811,4.951272197,4.714251016,4.376859979,4.860756096,4.376859979,4.376859979,4.714449674,5.059613249,4.959159056,5.335232587
RNU2-59P,5.562849326,5.154954226,5.687368027,5.194205572,5.500782048,5.136744128,5.148717883,4.997136348,4.714449674,5.00979379,4.881991607,5.060642739
HIST2H2BA,5.890823916,5.586366508,5.537338319,5.923486898,5.930635785,5.915352417,6.591799849,6.161865278,6.592547266,5.927741927,5.785841917,6.22442827
SEC22B,14.51685627,14.88644416,14.42127597,14.80826161,14.72004693,14.64240299,14.65029286,14.7378376,14.6287411,14.21802067,14.29476917,14.12637901
RP5-858B6.3,5.323991366,4.994746859,5.078100965,5.316619131,5.500782048,5.331673581,5.23734106,5.298695117,5.25830385,5.792791816,5.861566349,5.854726577
RPS10P7,5.989317607,5.720041266,5.659092966,5.37152372,5.397943933,5.536269924,6.031289444,5.724962806,5.563133241,6.031897002,6.160727781,5.881618067
LINC00473,6.080115969,5.925085788,6.120053753,6.196424357,6.190007962,5.704594126,6.138384053,6.395770228,6.378876596,6.697120901,6.867456051,6.753950846
RP1-171K16.5,5.173436998,5.496597154,5.397812328,5.047136128,5.065328529,4.860756096,4.766225435,4.688784496,4.376859979,4.895013298,4.376859979,4.684941522
FAM115B,8.206084337,7.850746668,7.926909026,8.401726171,8.598462802,8.438882042,8.436024405,8.561332973,8.358549489,8.401980676,8.407777238,8.495280447
AC064834.2,5.368517323,5.244254298,4.951272197,4.714251016,5.216194708,5.058059178,4.766225435,4.376859979,4.376859979,5.512199181,5.519295195,5.677783885
LINC00842,5.662952021,6.630964157,5.91294592,4.958621355,4.865967513,4.719824224,4.925860094,5.133696533,5.125044389,5.14902447,5.448821584,4.989579153
RP11-545E17.3,8.834095937,8.678270183,8.782056075,8.589291971,8.426570366,8.653338849,8.534410592,8.598203955,8.427470523,8.399078358,8.465128432,8.43290423
NUTM2A-AS1,9.899731666,10.15400709,9.729056753,10.12909151,10.00110358,9.988019244,9.964041739,9.932386484,10.02864005,9.731889632,9.762779537,9.802839115
RP11-417E7.1,7.375899976,6.481355422,7.328020254,7.431313512,7.453737445,7.497643261,6.38520316,6.322547452,5.954664728,6.836721737,6.654457781,6.879884562
EXOSC6,10.98145118,11.41957232,11.05187795,10.47413337,10.28803541,10.54669387,11.48006466,11.19255906,11.46068185,10.75512622,10.68103109,10.97023761
VPS52,11.54318327,11.61627211,11.43068972,11.31064077,11.16614984,11.23419646,10.99465427,10.98056857,10.97327342,11.041372,11.10060111,11.15729174
RPL23AP53,7.075437092,6.953908322,6.79554757,7.392043515,7.164075821,7.189274766,7.327942158,7.557943231,7.498849938,7.316430596,7.280054347,7.218930582
RP11-632K20.7,7.523444221,7.618092243,7.559243621,6.865571023,7.381474137,7.077774163,7.285594078,7.086148958,6.978731716,7.743242393,7.45505788,7.544197786
RP13-297E16.4,5.810874536,5.52746131,5.76788313,4.958621355,4.723535226,4.860756096,5.148717883,4.688784496,5.047525603,4.744228785,4.669487931,4.376859979
KIF28P,4.681212196,4.856921634,4.951272197,5.194205572,5.341685838,4.860756096,4.376859979,4.688784496,4.376859979,5.189747011,5.087667237,4.989579153
ZNF844,9.238824096,9.307634193,9.122112334,9.332524116,9.524570439,9.371961571,9.121315137,9.152911774,9.052588277,9.052717713,9.141711207,9.122030001
SMPD4P1,5.115651853,4.856921634,5.078100965,5.124611752,5.065328529,5.207410025,4.925860094,5.298695117,5.317156118,5.685030143,5.552652938,5.576654048
TINCR,5.838169242,5.397297799,5.359264791,6.171762586,6.190007962,6.295048452,5.781961061,6.264699361,6.221563524,6.201900947,6.141690506,5.9832249
AC011718.2,5.323991366,5.324301577,5.184009662,4.852928109,5.144816917,4.719824224,4.376859979,4.688784496,4.958960868,5.26506519,5.194951369,5.237102171
RFPL4A,5.916254229,5.694659349,6.313031302,6.356554606,6.586906735,6.622247948,8.20886306,8.330865484,7.92599175,6.563033651,6.490733336,6.585284741
AC011242.6,7.400254015,7.11953533,7.472648428,6.377852322,6.240784878,6.318140156,6.684023361,6.85581737,7.005344305,7.049064937,7.125887894,7.309819394
AC027612.4,8.183118151,8.075775302,8.305372054,6.479325056,6.488400519,6.775743635,6.298262973,6.341253476,6.537671612,7.278504696,7.205112811,7.344576757
MIR503HG,6.947640513,7.325219379,7.658994084,6.479325056,6.813167723,6.869099874,6.031289444,5.898895166,6.55622016,7.212902831,6.800143554,6.855620449
RP11-54O7.3,6.890647998,6.371078062,6.451437171,6.290421541,6.289564038,6.198155017,6.031289444,6.204034374,6.197377406,6.773377383,6.505187929,6.700073018
CD99P1,7.125364654,7.034859157,7.105407135,6.922690673,7.188628986,7.247545733,6.615466261,6.44805441,6.728616215,6.584570968,6.461331142,6.614929949
RP11-554I8.2,5.368517323,6.341954385,5.569210581,4.376859979,4.376859979,4.968144176,4.376859979,4.376859979,4.714449674,4.744228785,4.669487931,4.811733156
IL10RB-AS1,6.012682353,5.614545728,6.021062872,5.983364559,6.446807749,6.271523491,5.632184363,5.693036233,5.563133241,6.271982439,6.197933667,6.12074046
RPS20P14,5.890823916,6.327137423,6.480264058,5.923486898,5.99340018,6.146694304,6.172065699,6.07286084,6.460715573,5.685030143,5.909328511,5.709388008
RP11-197K6.1,8.233165087,7.606550176,8.859407371,8.523482837,8.04512115,8.501479623,6.138384053,6.001461538,5.828089783,7.026183102,7.222119429,6.903721991
AC004870.4,6.806605888,6.545784316,6.903402674,6.55513129,6.829085237,6.509025502,6.41290947,6.498298572,6.268561838,6.971257501,7.271924257,6.984009893
AC007091.1,6.437773618,6.558296595,6.589573286,6.821092706,6.425497074,6.363092619,5.316791736,5.435586657,5.317156118,5.638617513,5.675826272,5.881618067
AC147651.3,5.489941357,5.720041266,5.714894027,5.562468967,6.052954944,5.915352417,5.734364599,5.693036233,5.861095046,6.142812775,6.062388001,6.076647829
HLA-DPB1,7.173548915,5.925085788,6.817818614,5.604742913,6.052954944,5.815035852,5.456152103,5.660100201,5.605428278,7.178901287,7.872888093,7.209505997
OSER1-AS1,8.711407578,8.431391766,8.665060031,8.947899661,9.160891372,9.031248504,7.816255068,7.721842614,7.588315453,8.79289389,9.008496618,8.68442704
RP11-439L8.4,4.681212196,5.496597154,4.951272197,4.714251016,4.865967513,4.376859979,5.781961061,5.843918432,6.095538109,5.189747011,5.026807914,4.811733156
AC016738.4,4.376859979,4.654873811,4.665485338,4.852928109,5.450813696,5.136744128,4.766225435,4.376859979,4.853207168,5.228333718,5.087667237,4.908474567
AFG3L1P,9.712831362,9.975804986,10.07331223,8.829581339,8.955200197,8.86569155,9.639720044,9.677860759,9.735463243,9.652725101,9.41101323,9.421490834
MIR181A2HG,6.517211056,6.441102632,6.828817613,5.827297551,6.289564038,6.065155875,6.031289444,5.976662517,5.685023591,6.541136254,6.575148691,6.629506158
RP11-383C5.4,5.323991366,5.361578143,5.184009662,5.194205572,4.974482775,5.136744128,4.766225435,4.688784496,4.714449674,5.189747011,5.331547107,5.124541726
EPB41L4A-AS1,9.605132588,10.00327329,9.814462961,8.927715212,9.105061488,8.981529838,9.620301695,9.548494907,9.518673296,8.990588141,9.169949928,9.198850477
AC091493.1,5.410850215,5.200943315,5.537338319,5.194205572,5.397943933,4.968144176,7.134319277,6.751499411,7.498849938,6.80993817,6.336489288,6.508098921
AC005076.5,6.592076501,6.481355422,6.589573286,6.312853824,6.265413054,6.448498043,6.3279125,6.359686887,6.399831781,6.230411117,5.909328511,6.12074046
GLTPD1,12.04827995,12.08005709,12.15142985,12.18676733,12.06455842,12.20925605,12.34972387,12.30348035,12.30479929,11.80409154,12.06462581,12.13964394
LL22NC03-86G7.1,8.29013687,8.152755852,8.401430054,8.213970788,8.04512115,8.120465353,7.902070793,7.831838974,7.877364843,8.718126798,8.674016966,8.827514493
RP11-343H5.4,5.754146649,5.694659349,5.76788313,5.64529783,5.397943933,5.387392026,5.456152103,5.346803327,5.317156118,5.105805507,5.143361516,4.989579153
INHBA-AS1,5.410850215,5.882687158,5.866665028,5.257798405,5.593455316,5.331673581,6.749217448,6.653041004,6.695883869,6.11215571,5.932474242,6.007286071
UBE2SP2,6.012682353,6.185242233,6.138906973,6.146592566,5.99340018,6.065155875,6.684023361,6.53074476,6.728616215,5.707478047,5.955160696,6.076647829
AC112715.2,5.724618369,5.496597154,5.434739278,5.471932544,5.718076424,5.331673581,4.925860094,5.06904554,4.714449674,5.484800612,5.552652938,5.50297992
AL109763.2,7.463200595,7.207043836,7.328020254,6.094627297,6.081643558,6.223097592,6.41290947,6.56240315,6.518855671,6.871626532,7.070427807,6.972825539
RP11-510C10.3,4.681212196,4.654873811,4.376859979,4.376859979,4.376859979,4.376859979,5.047261317,4.997136348,4.958960868,5.366163675,5.331547107,5.423041154
AC009506.1,7.023629132,6.953908322,7.105407135,7.44096139,7.423222757,7.516601303,7.581593569,7.595228347,7.517203961,7.46982613,7.591282674,7.732073843
AC007422.1,4.982242512,5.154954226,5.018032949,4.852928109,4.974482775,4.968144176,5.389252859,5.435586657,5.047525603,4.744228785,4.376859979,4.376859979
AC096559.1,7.201674054,6.688607485,7.069155211,6.377852322,6.137037365,6.247546561,7.593149674,7.542748343,7.403297754,7.265629662,7.469290108,7.395142865
C5orf66,6.517211056,6.38539333,6.406949475,6.312853824,6.528699792,6.468990172,5.781961061,6.244805808,6.095538109,6.80993817,6.461331142,6.780097615
RP13-228J13.1,5.754146649,5.244254298,5.470212817,5.471932544,5.450813696,5.581084044,5.047261317,4.915055833,5.372089787,5.685030143,5.484724882,5.611505134
LINC01133,8.192348988,7.498181723,8.059997262,7.17718141,6.747544689,6.884050866,6.031289444,5.626071406,6.221563524,6.716596915,6.753323505,6.672294958
ANKRD30BP2,5.864806758,5.96596446,5.866665028,4.852928109,4.376859979,4.968144176,5.316791736,5.192823915,5.194676484,5.427443588,5.448821584,5.463879564
RP11-169K16.6,7.265163317,8.28453419,7.335618169,6.377852322,6.190007962,6.509025502,6.684023361,6.377856385,6.822269389,6.413622721,6.415931448,6.391688674
AC017104.6,7.023629132,6.28161078,6.913730482,6.591445769,7.176406837,7.025166106,6.41290947,6.161865278,6.147525142,6.818925261,6.845389238,6.891855618
RP11-290F20.3,7.946979027,8.28453419,8.126489854,7.478902628,7.402504081,7.258912138,7.756017858,7.910550576,7.95304954,7.497493044,7.343441664,7.7057685
RP11-1033A18.1,7.210923674,7.318120117,7.041325159,7.105654221,6.780756929,7.01169283,6.982372273,6.998617992,7.224181048,6.584570968,6.561452926,6.727283545
AP001476.2,5.173436998,5.397297799,5.318894228,5.64529783,5.397943933,5.742688548,5.734364599,5.590854309,5.685023591,5.927741927,5.785841917,5.933549692
PRKAR2A-AS1,7.3676868,7.485608813,7.658994084,6.609233361,7.113621442,6.775743635,7.085512384,6.737871092,6.937814682,7.395229272,7.462192038,7.52168922
RP11-439L18.2,5.965474172,5.945707029,6.000230725,6.459660879,6.813167723,6.622247948,6.851288162,6.56240315,6.965228569,6.541136254,6.303263529,6.600190809
C4BPAP1,5.226944012,5.244254298,5.397812328,5.953815008,5.756505394,5.779467143,5.632184363,5.516394829,5.25830385,5.833049137,5.836898402,5.611505134
ATXN1L,11.14471307,11.24930377,10.98396172,10.9724221,11.03552825,11.06496911,11.49612371,11.37470298,11.45658094,11.43176488,11.21434306,11.42818226
SMIM13,10.65425707,10.92739581,10.37929774,10.94093221,10.95983108,10.88766225,11.18122652,11.11793289,11.18212713,10.9185245,10.78569092,10.78822448
LINC01117,6.353102197,6.481355422,6.702572563,6.964009064,6.813167723,6.775743635,5.632184363,5.626071406,5.924323059,6.080697486,6.352779906,6.338365872
ZMIZ1-AS1,8.764835873,8.672794668,9.009673543,8.971095498,9.098722287,9.066646565,8.918019033,9.047709363,8.881047846,8.60191323,8.602399729,8.605388069
PTCHD3P1,9.452845023,9.472450162,9.360760069,8.785381554,8.685746505,8.847296383,8.620892059,8.587241844,8.898460678,8.772885845,8.527018136,8.860425746
RP11-276H7.3,5.754146649,6.296970479,5.818384707,5.047136128,4.376859979,4.968144176,5.148717883,4.915055833,5.605428278,5.512199181,5.331547107,5.380247792
RP11-51O6.1,8.625642254,8.944397949,8.72332275,8.614792741,8.288195779,8.556931602,8.637579827,8.534947364,8.919081372,8.219796235,8.677051126,8.171307659
SH3BP5-AS1,6.902239249,6.595132171,7.312699147,6.790604315,6.920846271,6.869099874,6.543147853,6.737871092,7.005344305,7.623208033,7.079827631,7.370088442
RASAL2-AS1,7.034148303,7.237542641,7.096433226,6.936603158,6.624325223,6.838693209,6.38520316,6.359686887,6.44073976,6.616229222,6.615399406,6.523905484
ZNF812,5.52709058,5.10577626,5.231623836,4.852928109,4.376859979,4.376859979,4.766225435,4.376859979,4.853207168,4.636978873,4.789995119,4.376859979
AC099850.1,6.517211056,6.607184731,6.536063004,6.312853824,6.289564038,6.509025502,6.38520316,6.514622811,6.57450946,6.127581448,5.932474242,6.20438119
NAP1L4P2,4.376859979,4.654873811,4.665485338,4.376859979,4.376859979,4.719824224,5.389252859,5.133696533,5.317156118,5.105805507,5.24317503,5.335232587
RP11-134G8.8,7.957866625,8.088209745,8.471170069,7.431313512,7.282713332,7.488067457,6.890048691,6.843210679,7.119098011,7.424392168,7.762274613,7.820475246
YBX1P1,8.883224147,9.178546601,8.927863158,9.022750103,8.944631526,9.09808772,8.867083934,8.550084257,8.891520841,8.419272123,8.633977791,8.476077986
C17orf89,11.29242899,11.57038042,11.56666836,11.00323917,10.72619967,10.9569454,10.68478276,10.64589926,10.84736719,10.34526209,10.44396205,10.48348272
BEND3P3,5.724618369,5.694659349,5.600077601,5.953815008,6.190007962,6.34081609,6.236770614,5.925409462,5.984227354,6.17271408,6.160727781,6.22442827
AP001347.6,6.454056531,6.312144372,6.345116505,6.790604315,6.844817182,7.115950557,6.615466261,6.724102462,6.83726343,6.726229308,6.845389238,6.818387843
RP11-82L18.2,6.281044772,6.507511258,6.329175862,6.609233361,6.829085237,6.759534737,7.604611815,7.680885818,7.432653223,6.938850864,6.9828013,6.891855618
TMEM233,11.15473238,11.0483256,11.33421622,9.785162853,9.571074515,9.643022382,11.66460257,11.45205589,11.63876689,9.610824517,9.081228522,9.555270909
RP11-204C23.1,5.052484128,5.324301577,4.784362904,4.376859979,4.376859979,4.376859979,5.047261317,4.688784496,4.376859979,5.14902447,4.669487931,5.237102171
RP11-361F15.2,7.173548915,6.817563608,7.312699147,7.488229822,7.776078716,7.535307121,7.000110238,6.804668556,6.592547266,7.715349774,7.366488701,7.080760702
CTD-2228K2.7,10.3325624,9.717748531,10.65864588,9.812905934,10.45843502,10.33105607,9.052553957,8.756578848,9.214193912,10.87183603,10.46862817,10.73043512
GOLGA2P7,7.256269137,7.183721376,7.257708361,7.44096139,7.532008249,7.303471339,7.70378611,7.511857254,7.688678779,7.178901287,7.447887255,7.300992997
NPM1P39,6.577441876,6.786468463,6.494440115,6.573414207,6.163810342,6.54786453,6.661562883,6.303559642,6.480386906,6.031897002,5.861566349,6.142195778
XXbac-BPG308K3.5,5.410850215,5.769048772,5.76788313,5.562468967,5.756505394,6.065155875,5.871331532,5.392320764,5.605428278,5.105805507,4.959159056,5.237102171
RP11-390P2.4,7.772782319,7.652162584,7.995007776,8.023456069,8.481313516,8.46328275,7.911293524,7.904648288,7.86316016,8.290470462,8.39307326,8.404736624
PLEKHM1,12.27240693,12.30853542,12.27655088,12.01039153,11.97235003,11.90997648,12.16500328,12.2827397,12.07342826,11.63067774,11.78076914,11.81463109
AC093818.1,7.995330262,8.132897074,8.041729376,6.517780003,6.54839125,6.640205281,6.770260945,6.764990443,7.178459384,7.401110649,7.497328873,7.378489886
MIR137HG,6.577441876,6.677277442,6.42195067,6.74353414,6.660712241,6.640205281,6.138384053,5.755953089,5.984227354,6.271982439,6.062388001,6.053976112
AL589743.1,8.874675614,9.163028505,8.942642727,9.24828509,9.263615141,9.164930671,8.643099562,8.619880017,8.805518362,8.653918269,8.407777238,8.694422824
AC007250.4,4.376859979,4.654873811,4.376859979,4.852928109,4.376859979,4.860756096,5.518484855,5.660100201,5.685023591,4.955407227,4.669487931,4.989579153
RP11-378J18.3,7.32588065,7.245063802,7.265698453,7.211604362,7.151633902,7.051721974,6.543147853,6.56240315,6.679211052,7.192602176,7.358848523,7.300992997
RP5-1103G7.4,8.866075924,8.770858212,9.122112334,8.872461801,8.886914169,8.854682733,8.69184446,8.740186596,8.586528535,8.941665737,9.085796974,8.990429505
SFTA1P,5.323991366,6.312144372,4.875127734,4.714251016,4.723535226,5.058059178,4.376859979,5.247560528,4.958960868,4.376859979,4.669487931,4.376859979
RP11-55K22.5,4.902086206,4.930347725,4.784362904,4.714251016,4.865967513,4.860756096,4.925860094,5.693036233,5.42373022,4.636978873,4.881991607,4.811733156
RBMS1P1,5.562849326,5.64195466,5.318894228,5.86028759,6.109659241,6.318140156,6.031289444,5.724962806,6.013056504,6.157855226,5.955160696,5.769888323
BOLA3-AS1,7.317367036,6.990479104,7.233458776,7.0558216,6.99284941,7.064809777,7.118241473,7.117588004,7.290058899,7.486491598,7.511141147,7.692430084
JPX,9.498023161,9.939864049,9.592195131,9.591579391,9.398707275,9.541549291,9.416648357,9.336201365,9.389309041,9.43833706,9.293549092,9.453183053
ARHGAP23,12.19912666,12.23377545,12.1268799,11.79279481,11.83152224,11.86688137,11.6379689,11.61654134,11.70149983,11.99786252,12.00686558,12.17686528
GBP1P1,5.838169242,5.397297799,5.76788313,5.562468967,6.081643558,6.198155017,5.913463241,5.871744104,5.646003196,6.636920076,6.899896532,6.792982489
LINC00475,9.514606175,9.373146503,9.713360828,9.337628913,9.609455868,9.678785526,8.436024405,8.511938074,8.586528535,9.041619245,9.015698146,9.224337977
SP3P,5.410850215,5.154954226,5.537338319,9.684628316,9.526931647,9.487999916,5.148717883,5.392320764,5.25830385,6.68727505,6.476115769,6.600190809
AC018799.1,4.376859979,4.376859979,4.665485338,4.714251016,4.723535226,4.860756096,4.376859979,4.915055833,4.376859979,5.14902447,5.448821584,5.237102171
RP11-527D7.1,8.259742164,7.874921163,8.10026365,7.74268797,7.898715902,8.044690499,6.615466261,6.90510233,6.679211052,7.577369784,7.667111631,7.514105601
RP11-412H9.2,5.410850215,5.397297799,5.078100965,5.194205572,5.450813696,5.207410025,5.827552206,5.925409462,5.646003196,5.300164938,5.194951369,4.989579153
RPL35P5,5.890823916,6.266060084,6.000230725,5.923486898,6.137037365,5.439761019,5.827552206,5.516394829,5.722629906,5.564738608,5.675826272,5.423041154
ZNF469,8.629037466,7.339310444,8.63804982,8.162908596,8.171825319,8.15088747,6.440029071,6.724102462,6.662326371,7.797431695,7.768015107,7.954719649
MTND2P28,7.210923674,7.034859157,6.954275182,6.74353414,7.327472061,6.585582658,7.497930898,7.310696635,7.553208662,6.716596915,6.667225239,6.950178191
RP11-70P17.1,5.597343181,5.557359902,5.818384707,5.953815008,6.137037365,6.065155875,5.148717883,5.298695117,5.25830385,5.662086039,6.062388001,5.769888323
AC064875.2,6.831156032,5.945707029,6.817818614,6.517780003,6.403826551,6.406507908,6.236770614,6.498298572,6.378876596,8.018538232,7.862206806,8.020032385
